smiles
OCc1cccc(O)c1
Cc1cccc(O)c1
*[H]
CC(C)c1ccc2c(CC[C@H]3C(C)(C)CCC[C@]23C)c1
CC(C)c1cc2CC[C@H]3C(C)(C)CCC[C@]3(C)c2cc1O
[H][C@@]12CCC3=C(CC=C(C3)C(C)C)[C@@]1(C)CCCC2(C)C
CC(C)c1ccc2c(CC[C@H]3C(C)(C)CCC[C@]23C)c1
CC(C)c1cc2CC[C@H]3C(C)(C)CCC[C@]3(C)c2cc1O
[H][C@@]12CCC3=C(CC=C(C3)C(C)C)[C@@]1(C)CCCC2(C)C
CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(C)(O)C=C
CC(C)=CCC\C(C)=C\CC[C@](C)(O)C=C
C\C1=C/CC\C(C)=C\C[C@@H](CC1)C(=C)C([O-])=O
C\C1=C/CC\C(C)=C\C[C@@H](CC1)C(=C)C([O-])=O
C\C1=C/CC\C(C)=C\C[C@@H](CC1)C(=C)C([O-])=O
O=c1ccc2cc3ccoc3cc2o1
C1=C(C=C2C=CC(OC2=C1)=O)OC
[H][C@@]12[NH+]3CC[C@]11C(Nc4ccccc14)=C(C[C@]2(CC)C=CC3)C(=O)OC
C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)O)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C
C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)O)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C
C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)O)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
*[H]
C(CCCCCCCC)CCC([O-])=O
C(CCCCCCCC)CCC([O-])=O
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
[O-]C(=O)c1ccccc1
C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C
CC(\C=C\[C@@]1(O)C(C)=CC(=O)CC1(C)C)=C\C([O-])=O
[H][C@@]12Cc3ccc4OCOc4c3CN1CCc1cc(OC)c(O)cc21
[H][C@@]12Cc3ccc(OC)c(OC)c3CN1CCc1cc(OC)c(O)cc21
[H][C@@]12Cc3ccc(OC)c(O)c3CN1CCc1cc(OC)c(O)cc21
C*C([O-])=O
C(*C([O-])=O)C
CCCCCCCC\C=C/CCCCCCCC([O-])=O
CCCCCCCC\C=C/CCCCCCCC([O-])=O
CCCCC\C=C/C\C=C/CCCCCCCC([O-])=O
CCCCC\C=C/C\C=C/CCCCCCCC([O-])=O
CCCCCCCCCCCCCCCC([O-])=O
CCCCCC\C=C/CCCCCCCC([O-])=O
C(CCCCCCCCCC)CCCCCCC(=O)[O-]
[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCCC(C)C
CC(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(C)=C/C([O-])=O
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
OCCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CC(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(C)=C/C([O-])=O
O(C[C@H](O)COC(CCCCCCC/C=C\CCCCCCCC)=O)P(OCC[N+](C)(C)C)(=O)[O-]
O(C[C@H](O)COC(CCCCCCC/C=C\CCCCCCCC)=O)P(OCC[N+](C)(C)C)(=O)[O-]
O(C[C@H](O)COC(CCCCCCC/C=C\CCCCCCCC)=O)P(OCC[N+](C)(C)C)(=O)[O-]
O(C[C@H](O)COC(CCCCCCC/C=C\CCCCCCCC)=O)P(OCC[N+](C)(C)C)(=O)[O-]
C12C([C@]3(C(C(CC3)*)(C)CC1)C)CCC4C2(CCCC4)C
CCCCC[C@H](O)\C=C\[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C\C=C/CCCC([O-])=O
[H]O[H]
CCCCC[C@H](OO)\C=C\C=C/C\C=C/C\C=C/CCCC([O-])=O
CCCCC[C@H](OO)\C=C\C=C/C\C=C/C\C=C/CCCC([O-])=O
[H][C@@]12[NH+]3CC[C@]11C(Nc4ccccc14)=C(C[C@]2(CC)C=CC3)C(=O)OC
C=1(C[C@]2([C@@]3([NH+](C[C@H]4[C@@H]2O4)CC[C@]53C6=C(NC51)C=CC=C6)[H])CC)C(=O)OC
C=1(C[C@]2([C@@]3([NH+](CCC2)CC[C@]43C5=C(NC41)C=CC=C5)[H])CC)C(=O)OC
[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=C)C(C)C
CC(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(C)=C/C([O-])=O
CCCCC\C=C/C\C=C/CCCCCCCC([O-])=O
CCCCC\C=C/C\C=C/[C@@H](CCCCCCC([O-])=O)OO
[H][C@@]12CC=C3[C@]4([H])CC[C@]([H])([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CCC(=O)C2
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)C(C)C)[C@@]1(C)CC[C@H](O)C2
[C@@]1([C@@H]([C@H]([C@@H]([C@H](C(C)C)C)O)O)C)([H])[C@]2(CC[C@]3([C@@](C[C@@H]([C@]4(C[C@@H](CC[C@@]43C)O)[H])O)([C@@]2(CC1)[H])[H])[H])C
[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)C(C)C)[C@@]1(C)CCC(=O)C2
[C@@]1([C@@H]([C@H]([C@@H]([C@H](C(C)C)C)O)O)C)([H])[C@]2(CC[C@]3([C@@](C[C@@H]([C@]4(CC(CC[C@@]43C)=O)[H])O)([C@@]2(CC1)[H])[H])[H])C
[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)C(C)C)[C@@]1(C)CC[C@@H](O)C2
[C@@]1([C@@H]([C@H]([C@@H]([C@H](C(C)C)C)O)O)C)([H])[C@]2(CC[C@]3([C@@](C[C@@H]([C@]4(C[C@@H](CC[C@@]43C)O)[H])O)([C@@]2(CC1)[H])[H])[H])C
