id,reaction,rheaID,reducing_agent,substrates,products,participants,chebis
I1S163,,,,,,,
I1S2J5,,,,,,,
I1S2M5,a 14alpha-methyl steroid + 3 O2 + 3 reduced [NADPH--hemoprotein reductase] = a Delta(14) steroid + formate + 4 H(+) + 4 H2O + 3 oxidized [NADPH--hemoprotein reductase],RHEA:54028,3 reduced [NADPH--hemoprotein reductase],['a 14alpha-methyl steroid'],"['a Delta(14) steroid', 'formate']","['a 14alpha-methyl steroid', '3 O2', '3 reduced [NADPH--hemoprotein reductase]', 'a Delta(14) steroid', 'formate', '4 H(+)', '4 H2O', '3 oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:15740', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:138029', 'CHEBI:138031']"
I1TEM0,(19E)-geissoschizine + O2 + reduced [NADPH--hemoprotein reductase] = akuammicine + formate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:58520,reduced [NADPH--hemoprotein reductase],['(19E)-geissoschizine'],"['akuammicine', 'formate']","['(19E)-geissoschizine', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'akuammicine', 'formate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:15740', 'CHEBI:17037', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:142754']"
I1TEM0,(19E)-geissoschizine + O2 + reduced [NADPH--hemoprotein reductase] = 15alpha-stemmadenine intermediate I + 2 H2O + oxidized [NADPH--hemoprotein reductase],RHEA:58516,reduced [NADPH--hemoprotein reductase],['(19E)-geissoschizine'],['15alpha-stemmadenine intermediate I'],"['(19E)-geissoschizine', 'O2', 'reduced [NADPH--hemoprotein reductase]', '15alpha-stemmadenine intermediate I', '2 H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15379', 'CHEBI:17037', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:142668']"
I3DZK9,"a 1,2-saturated fatty acid + H2O2 = a 2-hydroxy fatty acid + H2O",RHEA:48360,,"['a 1,2-saturated fatty acid']",['a 2-hydroxy fatty acid'],"['a 1,2-saturated fatty acid', 'H2O2', 'a 2-hydroxy fatty acid', 'H2O']","['CHEBI:15377', 'CHEBI:16240', 'CHEBI:76176', 'CHEBI:83955']"
I3DZK9,"a 2,3-saturated fatty acid + H2O2 = a 3-hydroxy fatty acid + H2O",RHEA:48384,,"['a 2,3-saturated fatty acid']",['a 3-hydroxy fatty acid'],"['a 2,3-saturated fatty acid', 'H2O2', 'a 3-hydroxy fatty acid', 'H2O']","['CHEBI:15377', 'CHEBI:16240', 'CHEBI:76928', 'CHEBI:84196']"
I3DZK9,dodecanoate + H2O2 = 2-hydroxydodecanoate + H2O,RHEA:57476,,['dodecanoate'],['2-hydroxydodecanoate'],"['dodecanoate', 'H2O2', '2-hydroxydodecanoate', 'H2O']","['CHEBI:15377', 'CHEBI:16240', 'CHEBI:18262', 'CHEBI:141772']"
I3DZK9,"2-hydroxydodecanoate + H2O2 = 2,3-dihydroxydodecanoate + H2O",RHEA:57480,,['2-hydroxydodecanoate'],"['2,3-dihydroxydodecanoate']","['2-hydroxydodecanoate', 'H2O2', '2,3-dihydroxydodecanoate', 'H2O']","['CHEBI:15377', 'CHEBI:16240', 'CHEBI:141772', 'CHEBI:141780']"
I7C6E8,beta-amyrin + 3 O2 + 3 reduced [NADPH--hemoprotein reductase] = 4 H(+) + 4 H2O + oleanolate + 3 oxidized [NADPH--hemoprotein reductase],RHEA:43068,3 reduced [NADPH--hemoprotein reductase],['beta-amyrin'],['oleanolate'],"['beta-amyrin', '3 O2', '3 reduced [NADPH--hemoprotein reductase]', '4 H(+)', '4 H2O', 'oleanolate', '3 oxidized [NADPH--hemoprotein reductase]']","['CHEBI:10352', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:82828']"
I7CT85,(20S)-protopanaxadiol + O2 + reduced [NADPH--hemoprotein reductase] = (20S)-protopanaxatriol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:22272,reduced [NADPH--hemoprotein reductase],['(20S)-protopanaxadiol'],['(20S)-protopanaxatriol'],"['(20S)-protopanaxadiol', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(20S)-protopanaxatriol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:75950', 'CHEBI:75951']"
I7LRH3,"5-methylorsellinate + O2 + reduced [NADPH--hemoprotein reductase] = 4,6-dihydroxy-2-(hydroxymethyl)-3-methylbenzoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:66668,reduced [NADPH--hemoprotein reductase],['5-methylorsellinate'],"['4,6-dihydroxy-2-(hydroxymethyl)-3-methylbenzoate']","['5-methylorsellinate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '4,6-dihydroxy-2-(hydroxymethyl)-3-methylbenzoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:146172', 'CHEBI:167385']"
I7LRH3,"4,6-dihydroxy-2-(hydroxymethyl)-3-methylbenzoate + H(+) = 5,7-dihydroxy-4-methylphthalide + H2O",RHEA:66672,,"['4,6-dihydroxy-2-(hydroxymethyl)-3-methylbenzoate']","['5,7-dihydroxy-4-methylphthalide']","['4,6-dihydroxy-2-(hydroxymethyl)-3-methylbenzoate', 'H(+)', '5,7-dihydroxy-4-methylphthalide', 'H2O']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:68194', 'CHEBI:167385']"
J4UJ10,,,,,,,
K4BV52,"(13S)-hydroperoxy-(9Z,11E,15Z)-octadecatrienoate = (9Z,13S,15Z)-12,13-epoxyoctadeca-9,11,15-trienoate + H2O",RHEA:25074,,"['(13S)-hydroperoxy-(9Z,11E,15Z)-octadecatrienoate']","['(9Z,13S,15Z)-12,13-epoxyoctadeca-9,11,15-trienoate']","['(13S)-hydroperoxy-(9Z,11E,15Z)-octadecatrienoate', '(9Z,13S,15Z)-12,13-epoxyoctadeca-9,11,15-trienoate', 'H2O']","['CHEBI:15377', 'CHEBI:36438', 'CHEBI:58757']"
K4CEE8,beta-amyrin + 3 O2 + 3 reduced [NADPH--hemoprotein reductase] = 4 H(+) + 4 H2O + oleanolate + 3 oxidized [NADPH--hemoprotein reductase],RHEA:43068,3 reduced [NADPH--hemoprotein reductase],['beta-amyrin'],['oleanolate'],"['beta-amyrin', '3 O2', '3 reduced [NADPH--hemoprotein reductase]', '4 H(+)', '4 H2O', 'oleanolate', '3 oxidized [NADPH--hemoprotein reductase]']","['CHEBI:10352', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:82828']"
K4CF70,,,,,,,
L0N065,,,,,,,
L7T8H2,(-)-matairesinol + O2 + reduced [NADPH--hemoprotein reductase] = (-)-pluviatolide + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase],RHEA:49084,reduced [NADPH--hemoprotein reductase],['(-)-matairesinol'],['(-)-pluviatolide'],"['(-)-matairesinol', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(-)-pluviatolide', 'H(+)', '2 H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:6698', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:90896']"
L7X3S1,(S)-N-methylcanadine + O2 + reduced [NADPH--hemoprotein reductase] = allocryptopine + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:23684,reduced [NADPH--hemoprotein reductase],['(S)-N-methylcanadine'],['allocryptopine'],"['(S)-N-methylcanadine', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'allocryptopine', '2 H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16512', 'CHEBI:17390', 'CHEBI:57618', 'CHEBI:58210']"
M1KVN4,genkwanin + O2 + reduced [NADPH--hemoprotein reductase] = H2O + oxidized [NADPH--hemoprotein reductase] + scutellarein 7-methyl ether,RHEA:73427,reduced [NADPH--hemoprotein reductase],['genkwanin'],['scutellarein 7-methyl ether'],"['genkwanin', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'H2O', 'oxidized [NADPH--hemoprotein reductase]', 'scutellarein 7-methyl ether']","['CHEBI:15377', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:192700', 'CHEBI:192701']"
M1KVN4,(2S)-sakuranetin + O2 + reduced [NADPH--hemoprotein reductase] = (2S)-7-methylcarthamidin + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:73431,reduced [NADPH--hemoprotein reductase],['(2S)-sakuranetin'],['(2S)-7-methylcarthamidin'],"['(2S)-sakuranetin', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(2S)-7-methylcarthamidin', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:28927', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:192815']"
M1KVN4,"apigenin 4',7-dimethyl ether + O2 + reduced [NADPH--hemoprotein reductase] = H(+) + H2O + ladanein + oxidized [NADPH--hemoprotein reductase]",RHEA:73435,reduced [NADPH--hemoprotein reductase],"[""apigenin 4',7-dimethyl ether""]",['ladanein'],"[""apigenin 4',7-dimethyl ether"", 'O2', 'reduced [NADPH--hemoprotein reductase]', 'H(+)', 'H2O', 'ladanein', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:2769', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:192702']"
M1KVN4,"(2S)-naringenin 4',7-dimethyl ether + O2 + reduced [NADPH--hemoprotein reductase] = (2S)-carthamidin-4',7-dimethyl ether + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:73439,reduced [NADPH--hemoprotein reductase],"[""(2S)-naringenin 4',7-dimethyl ether""]","[""(2S)-carthamidin-4',7-dimethyl ether""]","[""(2S)-naringenin 4',7-dimethyl ether"", 'O2', 'reduced [NADPH--hemoprotein reductase]', ""(2S)-carthamidin-4',7-dimethyl ether"", 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:192816', 'CHEBI:192817']"
M1KXD0,genkwanin + O2 + reduced [NADPH--hemoprotein reductase] = H2O + oxidized [NADPH--hemoprotein reductase] + scutellarein 7-methyl ether,RHEA:73427,reduced [NADPH--hemoprotein reductase],['genkwanin'],['scutellarein 7-methyl ether'],"['genkwanin', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'H2O', 'oxidized [NADPH--hemoprotein reductase]', 'scutellarein 7-methyl ether']","['CHEBI:15377', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:192700', 'CHEBI:192701']"
M1KXD0,(2S)-sakuranetin + O2 + reduced [NADPH--hemoprotein reductase] = (2S)-7-methylcarthamidin + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:73431,reduced [NADPH--hemoprotein reductase],['(2S)-sakuranetin'],['(2S)-7-methylcarthamidin'],"['(2S)-sakuranetin', 'O2', 'reduced [NADPH--hemoprotein reductase]', '(2S)-7-methylcarthamidin', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:28927', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:192815']"
M1KXD0,"apigenin 4',7-dimethyl ether + O2 + reduced [NADPH--hemoprotein reductase] = H(+) + H2O + ladanein + oxidized [NADPH--hemoprotein reductase]",RHEA:73435,reduced [NADPH--hemoprotein reductase],"[""apigenin 4',7-dimethyl ether""]",['ladanein'],"[""apigenin 4',7-dimethyl ether"", 'O2', 'reduced [NADPH--hemoprotein reductase]', 'H(+)', 'H2O', 'ladanein', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:2769', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:192702']"
M1KXD0,"(2S)-naringenin 4',7-dimethyl ether + O2 + reduced [NADPH--hemoprotein reductase] = (2S)-carthamidin-4',7-dimethyl ether + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:73439,reduced [NADPH--hemoprotein reductase],"[""(2S)-naringenin 4',7-dimethyl ether""]","[""(2S)-carthamidin-4',7-dimethyl ether""]","[""(2S)-naringenin 4',7-dimethyl ether"", 'O2', 'reduced [NADPH--hemoprotein reductase]', ""(2S)-carthamidin-4',7-dimethyl ether"", 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:192816', 'CHEBI:192817']"
M1WEN7,,,,,,,
M2YJD1,"(1'S)-averantin + O2 + reduced [NADPH--hemoprotein reductase] = (1'S,5'R)-5'-hydroxyaverantin + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:35575,reduced [NADPH--hemoprotein reductase],"[""(1'S)-averantin""]","[""(1'S,5'R)-5'-hydroxyaverantin""]","[""(1'S)-averantin"", 'O2', 'reduced [NADPH--hemoprotein reductase]', ""(1'S,5'R)-5'-hydroxyaverantin"", 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:71536', 'CHEBI:77899']"
M2YJD1,"(1'S)-averantin + O2 + reduced [NADPH--hemoprotein reductase] = (1'S,5'S)-5'-hydroxyaverantin + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:35571,reduced [NADPH--hemoprotein reductase],"[""(1'S)-averantin""]","[""(1'S,5'S)-5'-hydroxyaverantin""]","[""(1'S)-averantin"", 'O2', 'reduced [NADPH--hemoprotein reductase]', ""(1'S,5'S)-5'-hydroxyaverantin"", 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:77899', 'CHEBI:77900']"
O09158,an organic molecule + O2 + reduced [NADPH--hemoprotein reductase] = an alcohol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:17149,reduced [NADPH--hemoprotein reductase],['an organic molecule'],['an alcohol'],"['an organic molecule', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an alcohol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30879', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:142491']"
O13317,,,,,,,
O13345,8-O-methylsterigmatocystin + 2 O2 + 2 reduced [NADPH--hemoprotein reductase] = aflatoxin B1 + CO2 + 2 H(+) + H2O + methanol + 2 oxidized [NADPH--hemoprotein reductase],RHEA:35759,2 reduced [NADPH--hemoprotein reductase],['8-O-methylsterigmatocystin'],"['aflatoxin B1', 'methanol']","['8-O-methylsterigmatocystin', '2 O2', '2 reduced [NADPH--hemoprotein reductase]', 'aflatoxin B1', 'CO2', '2 H(+)', 'H2O', 'methanol', '2 oxidized [NADPH--hemoprotein reductase]']","['CHEBI:2504', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16526', 'CHEBI:17790', 'CHEBI:18171', 'CHEBI:57618', 'CHEBI:58210']"
O13345,8-O-methyldihydrosterigmatocystin + 2 O2 + 2 reduced [NADPH--hemoprotein reductase] = aflatoxin B2 + CO2 + 2 H(+) + H2O + methanol + 2 oxidized [NADPH--hemoprotein reductase],RHEA:35763,2 reduced [NADPH--hemoprotein reductase],['8-O-methyldihydrosterigmatocystin'],"['aflatoxin B2', 'methanol']","['8-O-methyldihydrosterigmatocystin', '2 O2', '2 reduced [NADPH--hemoprotein reductase]', 'aflatoxin B2', 'CO2', '2 H(+)', 'H2O', 'methanol', '2 oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16526', 'CHEBI:17790', 'CHEBI:48209', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:72678']"
O23051,ent-kaur-16-en-19-oate + 3 O2 + 3 reduced [NADPH--hemoprotein reductase] = gibberellin A12 + 4 H(+) + 4 H2O + 3 oxidized [NADPH--hemoprotein reductase],RHEA:33219,3 reduced [NADPH--hemoprotein reductase],['ent-kaur-16-en-19-oate'],['gibberellin A12'],"['ent-kaur-16-en-19-oate', '3 O2', '3 reduced [NADPH--hemoprotein reductase]', 'gibberellin A12', '4 H(+)', '4 H2O', '3 oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57297', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:58627']"
O23365,,,,,,,
O31440,"a 1,2-saturated fatty acid + H2O2 = a 2-hydroxy fatty acid + H2O",RHEA:48360,,"['a 1,2-saturated fatty acid']",['a 2-hydroxy fatty acid'],"['a 1,2-saturated fatty acid', 'H2O2', 'a 2-hydroxy fatty acid', 'H2O']","['CHEBI:15377', 'CHEBI:16240', 'CHEBI:76176', 'CHEBI:83955']"
O31440,"a 2,3-saturated fatty acid + H2O2 = a 3-hydroxy fatty acid + H2O",RHEA:48384,,"['a 2,3-saturated fatty acid']",['a 3-hydroxy fatty acid'],"['a 2,3-saturated fatty acid', 'H2O2', 'a 3-hydroxy fatty acid', 'H2O']","['CHEBI:15377', 'CHEBI:16240', 'CHEBI:76928', 'CHEBI:84196']"
O31440,H2O2 + tetradecanoate = (3R)-hydroxytetradecanoate + H2O,RHEA:46024,,['tetradecanoate'],['(3R)-hydroxytetradecanoate'],"['H2O2', 'tetradecanoate', '(3R)-hydroxytetradecanoate', 'H2O']","['CHEBI:15377', 'CHEBI:16240', 'CHEBI:30807', 'CHEBI:85635']"
O31440,H2O2 + tetradecanoate = (2R)-hydroxytetradecanoate + H2O,RHEA:46028,,['tetradecanoate'],['(2R)-hydroxytetradecanoate'],"['H2O2', 'tetradecanoate', '(2R)-hydroxytetradecanoate', 'H2O']","['CHEBI:15377', 'CHEBI:16240', 'CHEBI:30807', 'CHEBI:85636']"
O31440,H2O2 + tetradecanoate = (2S)-hydroxytetradecanoate + H2O,RHEA:46032,,['tetradecanoate'],['(2S)-hydroxytetradecanoate'],"['H2O2', 'tetradecanoate', '(2S)-hydroxytetradecanoate', 'H2O']","['CHEBI:15377', 'CHEBI:16240', 'CHEBI:30807', 'CHEBI:85637']"
O42563,an organic molecule + O2 + reduced [NADPH--hemoprotein reductase] = an alcohol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:17149,reduced [NADPH--hemoprotein reductase],['an organic molecule'],['an alcohol'],"['an organic molecule', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an alcohol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30879', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:142491']"
O46420,a 14alpha-methyl steroid + 3 O2 + 3 reduced [NADPH--hemoprotein reductase] = a Delta(14) steroid + formate + 4 H(+) + 4 H2O + 3 oxidized [NADPH--hemoprotein reductase],RHEA:54028,3 reduced [NADPH--hemoprotein reductase],['a 14alpha-methyl steroid'],"['a Delta(14) steroid', 'formate']","['a 14alpha-methyl steroid', '3 O2', '3 reduced [NADPH--hemoprotein reductase]', 'a Delta(14) steroid', 'formate', '4 H(+)', '4 H2O', '3 oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:15740', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:138029', 'CHEBI:138031']"
O46420,"lanosterol + 3 O2 + 3 reduced [NADPH--hemoprotein reductase] = 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol + formate + 4 H(+) + 4 H2O + 3 oxidized [NADPH--hemoprotein reductase]",RHEA:25286,3 reduced [NADPH--hemoprotein reductase],['lanosterol'],"['4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol', 'formate']","['lanosterol', '3 O2', '3 reduced [NADPH--hemoprotein reductase]', '4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol', 'formate', '4 H(+)', '4 H2O', '3 oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:15740', 'CHEBI:16521', 'CHEBI:17813', 'CHEBI:57618', 'CHEBI:58210']"
O46420,"24,25-dihydrolanosterol + 3 O2 + 3 reduced [NADPH--hemoprotein reductase] = 4,4-dimethyl-8,14-cholestadien-3beta-ol + formate + 4 H(+) + 4 H2O + 3 oxidized [NADPH--hemoprotein reductase]",RHEA:45960,3 reduced [NADPH--hemoprotein reductase],"['24,25-dihydrolanosterol']","['4,4-dimethyl-8,14-cholestadien-3beta-ol', 'formate']","['24,25-dihydrolanosterol', '3 O2', '3 reduced [NADPH--hemoprotein reductase]', '4,4-dimethyl-8,14-cholestadien-3beta-ol', 'formate', '4 H(+)', '4 H2O', '3 oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:15740', 'CHEBI:28113', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:78904']"
O46515,cholesterol + 6 H(+) + 3 O2 + 6 reduced [adrenodoxin] = 4-methylpentanal + 4 H2O + 6 oxidized [adrenodoxin] + pregnenolone,RHEA:35739,6 reduced [adrenodoxin],['cholesterol'],"['4-methylpentanal', 'pregnenolone']","['cholesterol', '6 H(+)', '3 O2', '6 reduced [adrenodoxin]', '4-methylpentanal', '4 H2O', '6 oxidized [adrenodoxin]', 'pregnenolone']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16113', 'CHEBI:16581', 'CHEBI:17998', 'CHEBI:33737', 'CHEBI:33738']"
O46515,cholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = (22R)-hydroxycholesterol + H2O + 2 oxidized [adrenodoxin],RHEA:34335,2 reduced [adrenodoxin],['cholesterol'],['(22R)-hydroxycholesterol'],"['cholesterol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', '(22R)-hydroxycholesterol', 'H2O', '2 oxidized [adrenodoxin]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16113', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:67237']"
O46515,"(22R)-hydroxycholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = (20R,22R)-20,22-dihydroxycholesterol + H2O + 2 oxidized [adrenodoxin]",RHEA:34339,2 reduced [adrenodoxin],['(22R)-hydroxycholesterol'],"['(20R,22R)-20,22-dihydroxycholesterol']","['(22R)-hydroxycholesterol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', '(20R,22R)-20,22-dihydroxycholesterol', 'H2O', '2 oxidized [adrenodoxin]']","['CHEBI:1294', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:33737', 'CHEBI:33738', 'CHEBI:67237']"
O46515,"(20R,22R)-20,22-dihydroxycholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = 4-methylpentanal + 2 H2O + 2 oxidized [adrenodoxin] + pregnenolone",RHEA:34343,2 reduced [adrenodoxin],"['(20R,22R)-20,22-dihydroxycholesterol']","['4-methylpentanal', 'pregnenolone']","['(20R,22R)-20,22-dihydroxycholesterol', '2 H(+)', 'O2', '2 reduced [adrenodoxin]', '4-methylpentanal', '2 H2O', '2 oxidized [adrenodoxin]', 'pregnenolone']","['CHEBI:1294', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16581', 'CHEBI:17998', 'CHEBI:33737', 'CHEBI:33738']"
O48786,,,,,,,
O57525,a C21-steroid + O2 + reduced [NADPH--hemoprotein reductase] = a 17alpha-hydroxy-C21-steroid + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:65760,reduced [NADPH--hemoprotein reductase],['a C21-steroid'],['a 17alpha-hydroxy-C21-steroid'],"['a C21-steroid', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'a 17alpha-hydroxy-C21-steroid', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:61313', 'CHEBI:138141']"
O57525,"17alpha-hydroxyprogesterone + O2 + reduced [NADPH--hemoprotein reductase] = acetate + androst-4-ene-3,17-dione + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:14753,reduced [NADPH--hemoprotein reductase],['17alpha-hydroxyprogesterone'],"['acetate', 'androst-4-ene-3,17-dione']","['17alpha-hydroxyprogesterone', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'acetate', 'androst-4-ene-3,17-dione', '2 H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16422', 'CHEBI:17252', 'CHEBI:30089', 'CHEBI:57618', 'CHEBI:58210']"
O57525,17alpha-hydroxypregnenolone + O2 + reduced [NADPH--hemoprotein reductase] = 3beta-hydroxyandrost-5-en-17-one + acetate + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:50244,reduced [NADPH--hemoprotein reductase],['17alpha-hydroxypregnenolone'],"['3beta-hydroxyandrost-5-en-17-one', 'acetate']","['17alpha-hydroxypregnenolone', 'O2', 'reduced [NADPH--hemoprotein reductase]', '3beta-hydroxyandrost-5-en-17-one', 'acetate', '2 H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:28689', 'CHEBI:28750', 'CHEBI:30089', 'CHEBI:57618', 'CHEBI:58210']"
O62671,an organic molecule + O2 + reduced [NADPH--hemoprotein reductase] = an alcohol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:17149,reduced [NADPH--hemoprotein reductase],['an organic molecule'],['an alcohol'],"['an organic molecule', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an alcohol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30879', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:142491']"
