id,reaction,rheaID,reducing_agent,substrates,products,participants,chebis
P05177,"(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 + reduced [NADPH--hemoprotein reductase] = 19-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:39759,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z)-eicosatetraenoate']","['19-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate']","['(5Z,8Z,11Z,14Z)-eicosatetraenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '19-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:32395', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76627']"
P05177,"(9Z,12Z)-octadecadienoate + O2 + reduced [NADPH--hemoprotein reductase] = 11-hydroxy-(9Z,12Z)-octadecadienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:52284,reduced [NADPH--hemoprotein reductase],"['(9Z,12Z)-octadecadienoate']","['11-hydroxy-(9Z,12Z)-octadecadienoate']","['(9Z,12Z)-octadecadienoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '11-hydroxy-(9Z,12Z)-octadecadienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30245', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:136522']"
P05178,an organic molecule + O2 + reduced [NADPH--hemoprotein reductase] = an alcohol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:17149,reduced [NADPH--hemoprotein reductase],['an organic molecule'],['an alcohol'],"['an organic molecule', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an alcohol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30879', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:142491']"
P05179,an organic molecule + O2 + reduced [NADPH--hemoprotein reductase] = an alcohol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:17149,reduced [NADPH--hemoprotein reductase],['an organic molecule'],['an alcohol'],"['an organic molecule', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an alcohol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30879', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:142491']"
P05180,an organic molecule + O2 + reduced [NADPH--hemoprotein reductase] = an alcohol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:17149,reduced [NADPH--hemoprotein reductase],['an organic molecule'],['an alcohol'],"['an organic molecule', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an alcohol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30879', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:142491']"
P05181,an organic molecule + O2 + reduced [NADPH--hemoprotein reductase] = an alcohol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:17149,reduced [NADPH--hemoprotein reductase],['an organic molecule'],['an alcohol'],"['an organic molecule', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an alcohol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30879', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:142491']"
P05181,"(5Z,8Z,11Z)-eicosatrienoate + O2 + reduced [NADPH--hemoprotein reductase] = 19-hydroxy-(5Z,8Z,11Z)-eicosatrienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:50076,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z)-eicosatrienoate']","['19-hydroxy-(5Z,8Z,11Z)-eicosatrienoate']","['(5Z,8Z,11Z)-eicosatrienoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '19-hydroxy-(5Z,8Z,11Z)-eicosatrienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:78043', 'CHEBI:132024']"
P05181,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + O2 + reduced [NADPH--hemoprotein reductase] = 19-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:39787,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate']","['19-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate']","['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '19-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:58562', 'CHEBI:76636']"
P05181,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + O2 + reduced [NADPH--hemoprotein reductase] = 21-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:50088,reduced [NADPH--hemoprotein reductase],"['(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate']","['21-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate']","['(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '21-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:77016', 'CHEBI:132025']"
P05181,dodecanoate + O2 + reduced [NADPH--hemoprotein reductase] = 11-hydroxydodecanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:39751,reduced [NADPH--hemoprotein reductase],['dodecanoate'],['11-hydroxydodecanoate'],"['dodecanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '11-hydroxydodecanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:18262', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76628']"
P05181,O2 + reduced [NADPH--hemoprotein reductase] + tetradecanoate = 13-hydroxytetradecanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:50096,reduced [NADPH--hemoprotein reductase],['tetradecanoate'],['13-hydroxytetradecanoate'],"['O2', 'reduced [NADPH--hemoprotein reductase]', 'tetradecanoate', '13-hydroxytetradecanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30807', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:132031']"
P05181,4-nitrophenol + H(+) + NADPH + O2 = 4-nitrocatechol + H2O + NADP(+),RHEA:26205,NADPH,['4-nitrophenol'],['4-nitrocatechol'],"['4-nitrophenol', 'H(+)', 'NADPH', 'O2', '4-nitrocatechol', 'H2O', 'NADP(+)']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57730', 'CHEBI:57783', 'CHEBI:57917', 'CHEBI:58349']"
P05182,an organic molecule + O2 + reduced [NADPH--hemoprotein reductase] = an alcohol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:17149,reduced [NADPH--hemoprotein reductase],['an organic molecule'],['an alcohol'],"['an organic molecule', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an alcohol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30879', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:142491']"
P05182,"(5Z,8Z,11Z)-eicosatrienoate + O2 + reduced [NADPH--hemoprotein reductase] = 19-hydroxy-(5Z,8Z,11Z)-eicosatrienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:50076,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z)-eicosatrienoate']","['19-hydroxy-(5Z,8Z,11Z)-eicosatrienoate']","['(5Z,8Z,11Z)-eicosatrienoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '19-hydroxy-(5Z,8Z,11Z)-eicosatrienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:78043', 'CHEBI:132024']"
P05182,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + O2 + reduced [NADPH--hemoprotein reductase] = 19-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:39787,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate']","['19-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate']","['(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '19-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:58562', 'CHEBI:76636']"
P05182,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + O2 + reduced [NADPH--hemoprotein reductase] = 21-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:50088,reduced [NADPH--hemoprotein reductase],"['(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate']","['21-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate']","['(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '21-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:77016', 'CHEBI:132025']"
P05182,dodecanoate + O2 + reduced [NADPH--hemoprotein reductase] = 11-hydroxydodecanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:39751,reduced [NADPH--hemoprotein reductase],['dodecanoate'],['11-hydroxydodecanoate'],"['dodecanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '11-hydroxydodecanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:18262', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76628']"
P05182,O2 + reduced [NADPH--hemoprotein reductase] + tetradecanoate = 13-hydroxytetradecanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:50096,reduced [NADPH--hemoprotein reductase],['tetradecanoate'],['13-hydroxytetradecanoate'],"['O2', 'reduced [NADPH--hemoprotein reductase]', 'tetradecanoate', '13-hydroxytetradecanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30807', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:132031']"
P05182,4-nitrophenol + H(+) + NADPH + O2 = 4-nitrocatechol + H2O + NADP(+),RHEA:26205,NADPH,['4-nitrophenol'],['4-nitrocatechol'],"['4-nitrophenol', 'H(+)', 'NADPH', 'O2', '4-nitrocatechol', 'H2O', 'NADP(+)']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57730', 'CHEBI:57783', 'CHEBI:57917', 'CHEBI:58349']"
P05183,an organic molecule + O2 + reduced [NADPH--hemoprotein reductase] = an alcohol + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:17149,reduced [NADPH--hemoprotein reductase],['an organic molecule'],['an alcohol'],"['an organic molecule', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an alcohol', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30879', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:142491']"
P05185,a C21-steroid + O2 + reduced [NADPH--hemoprotein reductase] = a 17alpha-hydroxy-C21-steroid + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:65760,reduced [NADPH--hemoprotein reductase],['a C21-steroid'],['a 17alpha-hydroxy-C21-steroid'],"['a C21-steroid', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'a 17alpha-hydroxy-C21-steroid', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:61313', 'CHEBI:138141']"
P05185,O2 + progesterone + reduced [NADPH--hemoprotein reductase] = 17alpha-hydroxyprogesterone + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:46308,reduced [NADPH--hemoprotein reductase],['progesterone'],['17alpha-hydroxyprogesterone'],"['O2', 'progesterone', 'reduced [NADPH--hemoprotein reductase]', '17alpha-hydroxyprogesterone', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:17026', 'CHEBI:17252', 'CHEBI:57618', 'CHEBI:58210']"
P05185,O2 + pregnenolone + reduced [NADPH--hemoprotein reductase] = 17alpha-hydroxypregnenolone + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:50236,reduced [NADPH--hemoprotein reductase],['pregnenolone'],['17alpha-hydroxypregnenolone'],"['O2', 'pregnenolone', 'reduced [NADPH--hemoprotein reductase]', '17alpha-hydroxypregnenolone', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16581', 'CHEBI:28750', 'CHEBI:57618', 'CHEBI:58210']"
P05185,"17alpha-hydroxyprogesterone + O2 + reduced [NADPH--hemoprotein reductase] = acetate + androst-4-ene-3,17-dione + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:14753,reduced [NADPH--hemoprotein reductase],['17alpha-hydroxyprogesterone'],"['acetate', 'androst-4-ene-3,17-dione']","['17alpha-hydroxyprogesterone', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'acetate', 'androst-4-ene-3,17-dione', '2 H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16422', 'CHEBI:17252', 'CHEBI:30089', 'CHEBI:57618', 'CHEBI:58210']"
P05185,"17alpha-hydroxyprogesterone + O2 + reduced [NADPH--hemoprotein reductase] = 16alpha,17alpha-dihydroxyprogesterone + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:53216,reduced [NADPH--hemoprotein reductase],['17alpha-hydroxyprogesterone'],"['16alpha,17alpha-dihydroxyprogesterone']","['17alpha-hydroxyprogesterone', 'O2', 'reduced [NADPH--hemoprotein reductase]', '16alpha,17alpha-dihydroxyprogesterone', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:763', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:17252', 'CHEBI:57618', 'CHEBI:58210']"
P05185,"16alpha,17alpha-dihydroxyprogesterone + O2 + reduced [NADPH--hemoprotein reductase] = 6beta,16alpha,17alpha-trihydroxyprogesterone + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:53220,reduced [NADPH--hemoprotein reductase],"['16alpha,17alpha-dihydroxyprogesterone']","['6beta,16alpha,17alpha-trihydroxyprogesterone']","['16alpha,17alpha-dihydroxyprogesterone', 'O2', 'reduced [NADPH--hemoprotein reductase]', '6beta,16alpha,17alpha-trihydroxyprogesterone', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:763', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:137046']"
P05185,17alpha-hydroxypregnenolone + O2 + reduced [NADPH--hemoprotein reductase] = 3beta-hydroxyandrost-5-en-17-one + acetate + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:50244,reduced [NADPH--hemoprotein reductase],['17alpha-hydroxypregnenolone'],"['3beta-hydroxyandrost-5-en-17-one', 'acetate']","['17alpha-hydroxypregnenolone', 'O2', 'reduced [NADPH--hemoprotein reductase]', '3beta-hydroxyandrost-5-en-17-one', 'acetate', '2 H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:28689', 'CHEBI:28750', 'CHEBI:30089', 'CHEBI:57618', 'CHEBI:58210']"
P05185,"16alpha,17alpha-dihydroxypregnenolone + O2 + reduced [NADPH--hemoprotein reductase] = 3beta,16alpha-dihydroxy-androst-5-en-17-one + acetate + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:53224,reduced [NADPH--hemoprotein reductase],"['16alpha,17alpha-dihydroxypregnenolone']","['3beta,16alpha-dihydroxy-androst-5-en-17-one', 'acetate']","['16alpha,17alpha-dihydroxypregnenolone', 'O2', 'reduced [NADPH--hemoprotein reductase]', '3beta,16alpha-dihydroxy-androst-5-en-17-one', 'acetate', '2 H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:27771', 'CHEBI:30089', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:137049']"
P05185,"3beta-hydroxyandrost-5-en-17-one + O2 + reduced [NADPH--hemoprotein reductase] = 3beta,16alpha-dihydroxy-androst-5-en-17-one + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:47220,reduced [NADPH--hemoprotein reductase],['3beta-hydroxyandrost-5-en-17-one'],"['3beta,16alpha-dihydroxy-androst-5-en-17-one']","['3beta-hydroxyandrost-5-en-17-one', 'O2', 'reduced [NADPH--hemoprotein reductase]', '3beta,16alpha-dihydroxy-androst-5-en-17-one', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:27771', 'CHEBI:28689', 'CHEBI:57618', 'CHEBI:58210']"
P05185,"androst-4-ene-3,17-dione + O2 + reduced [NADPH--hemoprotein reductase] = 16alpha-hydroxyandrost-4-ene-3,17-dione + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:53228,reduced [NADPH--hemoprotein reductase],"['androst-4-ene-3,17-dione']","['16alpha-hydroxyandrost-4-ene-3,17-dione']","['androst-4-ene-3,17-dione', 'O2', 'reduced [NADPH--hemoprotein reductase]', '16alpha-hydroxyandrost-4-ene-3,17-dione', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:16422', 'CHEBI:27582', 'CHEBI:57618', 'CHEBI:58210']"
P08516,an omega-methyl-long-chain fatty acid + O2 + reduced [NADPH--hemoprotein reductase] = an omega-hydroxy-long-chain fatty acid + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:56748,reduced [NADPH--hemoprotein reductase],['an omega-methyl-long-chain fatty acid'],['an omega-hydroxy-long-chain fatty acid'],"['an omega-methyl-long-chain fatty acid', 'O2', 'reduced [NADPH--hemoprotein reductase]', 'an omega-hydroxy-long-chain fatty acid', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:140991', 'CHEBI:140992']"
P08516,dodecanoate + O2 + reduced [NADPH--hemoprotein reductase] = 12-hydroxydodecanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:38947,reduced [NADPH--hemoprotein reductase],['dodecanoate'],['12-hydroxydodecanoate'],"['dodecanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '12-hydroxydodecanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:18262', 'CHEBI:36204', 'CHEBI:57618', 'CHEBI:58210']"
P08516,dodecanoate + O2 + reduced [NADPH--hemoprotein reductase] = 11-hydroxydodecanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:39751,reduced [NADPH--hemoprotein reductase],['dodecanoate'],['11-hydroxydodecanoate'],"['dodecanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '11-hydroxydodecanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:18262', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76628']"
P08516,O2 + reduced [NADPH--hemoprotein reductase] + tetradecanoate = 14-hydroxytetradecanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:40203,reduced [NADPH--hemoprotein reductase],['tetradecanoate'],['14-hydroxytetradecanoate'],"['O2', 'reduced [NADPH--hemoprotein reductase]', 'tetradecanoate', '14-hydroxytetradecanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30807', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:77033']"
P08516,hexadecanoate + O2 + reduced [NADPH--hemoprotein reductase] = 16-hydroxyhexadecanoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:40199,reduced [NADPH--hemoprotein reductase],['hexadecanoate'],['16-hydroxyhexadecanoate'],"['hexadecanoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '16-hydroxyhexadecanoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:7896', 'CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:55329', 'CHEBI:57618', 'CHEBI:58210']"
P08516,(9Z)-octadecenoate + O2 + reduced [NADPH--hemoprotein reductase] = 18-hydroxy-(9Z)-octadecenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase],RHEA:41728,reduced [NADPH--hemoprotein reductase],['(9Z)-octadecenoate'],['18-hydroxy-(9Z)-octadecenoate'],"['(9Z)-octadecenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '18-hydroxy-(9Z)-octadecenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30823', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:78424']"
P08516,"(9Z,12Z)-octadecadienoate + O2 + reduced [NADPH--hemoprotein reductase] = 18-hydroxy-(9Z,12Z)-octadecadienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:60580,reduced [NADPH--hemoprotein reductase],"['(9Z,12Z)-octadecadienoate']","['18-hydroxy-(9Z,12Z)-octadecadienoate']","['(9Z,12Z)-octadecadienoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '18-hydroxy-(9Z,12Z)-octadecadienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30245', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:132029']"
P08516,"(9Z,12Z)-octadecadienoate + O2 + reduced [NADPH--hemoprotein reductase] = 17-hydroxy-(9Z,12Z)-octadecadienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:60932,reduced [NADPH--hemoprotein reductase],"['(9Z,12Z)-octadecadienoate']","['17-hydroxy-(9Z,12Z)-octadecadienoate']","['(9Z,12Z)-octadecadienoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '17-hydroxy-(9Z,12Z)-octadecadienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:30245', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:144041']"
P08516,"(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 + reduced [NADPH--hemoprotein reductase] = 20-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:39755,reduced [NADPH--hemoprotein reductase],"['(5Z,8Z,11Z,14Z)-eicosatetraenoate']","['20-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate']","['(5Z,8Z,11Z,14Z)-eicosatetraenoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '20-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:32395', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:76624']"
P08516,"8,9-epoxy-(5Z,11Z,14Z)-eicosatrienoate + O2 + reduced [NADPH--hemoprotein reductase] = 20-hydroxy-8,9-epoxy-(5Z,11Z,14Z)-eicosatrienoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]",RHEA:53572,reduced [NADPH--hemoprotein reductase],"['8,9-epoxy-(5Z,11Z,14Z)-eicosatrienoate']","['20-hydroxy-8,9-epoxy-(5Z,11Z,14Z)-eicosatrienoate']","['8,9-epoxy-(5Z,11Z,14Z)-eicosatrienoate', 'O2', 'reduced [NADPH--hemoprotein reductase]', '20-hydroxy-8,9-epoxy-(5Z,11Z,14Z)-eicosatrienoate', 'H(+)', 'H2O', 'oxidized [NADPH--hemoprotein reductase]']","['CHEBI:15377', 'CHEBI:15378', 'CHEBI:15379', 'CHEBI:57618', 'CHEBI:58210', 'CHEBI:84025', 'CHEBI:137474']"
